problem,edges,weight,running_time,function_calls,primitive_calls
399_points_with_convex_obstacle_in_center,39630,19247002.88911559,40.441681079812625,77892464,76565861
DataCircleCorrect,6330,716485.7103653637,715.2278428004457,1399009568,1398246476
Spiral2,43,21986.263396627408,0.5481777016451135,972886,972399
geometricspanners,130,6115.165340914056,0.1535325968867605,226721,224113
